"/BIC/ZC_VYKAZ Výkaz";"/BIC/ZC_VTAB Tabulka výkazu";"/BIC/ZC_POLVYK Položka výkazu";"/BIC/ZC_SYNUC Syntetický účet";"/BIC/ZC_CISPOL Číslo položky";"DATEFROM Platí od";"DATETO Platí do";"TXTXL Dlouhý text"
"007";"000100";"A.1.VI.4.";"";"028";"20170101";"99991231";"Správní poplatky"
"007";"000100";"A.1.VI.5.";"";"029";"20170101";"99991231";"Příjmy z prodeje zboží a služeb na netržním principu"
"007";"000100";"A.1.VI.6.";"";"030";"20170101";"99991231";"Pokuty a penále"
"007";"000100";"A.1.VI.7.";"";"031";"20170101";"99991231";"Transfery jinde nezařazené - běžné"
"007";"000100";"A.1.VI.8.";"";"032";"20170101";"99991231";"Transfery jinde nezařazené - kapitálové"
"007";"000100";"A.1.VI.9.";"";"033";"20170101";"99991231";"Ostatní příjmy"
"007";"000100";"A.2.";"";"034";"20170101";"99991231";"Výdaje na provozní činnost"
"007";"000100";"A.2.IX.";"";"040";"20170101";"99991231";"Výdaje na úroky"
"007";"000100";"A.2.IX.1.";"";"041";"20170101";"99991231";"Úroky ústředním vládním institucím"
"007";"000100";"A.2.IX.2.";"";"042";"20170101";"99991231";"Úroky vládním institucím jiným než ústředním"
"007";"000100";"A.2.IX.3.";"";"043";"20170101";"99991231";"Úroky jiným než vládním institucím"
"007";"000100";"A.2.VII.";"";"035";"20170101";"99991231";"Výdaje na náhrady zaměstnancům"
"007";"000100";"A.2.VII.1.";"";"036";"20170101";"99991231";"Mzdy a platy peněžní"
"007";"000100";"A.2.VII.2.";"";"037";"20170101";"99991231";"Zboží a služby poskytované zaměstnancům"
"007";"000100";"A.2.VII.3.";"";"038";"20170101";"99991231";"Příspěvky zaměstnavatelů na sociální a zdravotní pojištění"
"007";"000100";"A.2.VIII.";"";"039";"20170101";"99991231";"Výdaje na nákupy zboží a služeb"
"007";"000100";"A.2.X.";"";"044";"20170101";"99991231";"Výdaje na transfery podnikatelským osobám jiné než investiční"
"007";"000100";"A.2.X.1.";"";"045";"20170101";"99991231";"Transfery veřejným společnostem jiné než investiční"
"007";"000100";"A.2.X.2.";"";"046";"20170101";"99991231";"Transfery soukromým podnikatelským osobám jiné než investiční"
"007";"000100";"A.2.XI.";"";"047";"20170101";"99991231";"Výdaje na transfery zahraničním vládám, mezinárodním organizacím a vládním institucím"
"007";"000100";"A.2.XI.1.";"";"048";"20170101";"99991231";"Transfery zahraničním vládám - běžné"
"007";"000100";"A.2.XI.2.";"";"049";"20170101";"99991231";"Transfery zahraničním vládám - kapitálové"
"007";"000100";"A.2.XI.3.";"";"050";"20170101";"99991231";"Transfery mezinárodním organizacím - běžné"
"007";"000100";"A.2.XI.4.";"";"051";"20170101";"99991231";"Transfery mezinárodním organizacím - kapitálové"
"007";"000100";"A.2.XI.5.";"";"052";"20170101";"99991231";"Transfery ústředním vládním institucím - běžné"
"007";"000100";"A.2.XI.6.";"";"053";"20170101";"99991231";"Transfery ústředním vládním institucím - kapitálové"
"007";"000100";"A.2.XI.7.";"";"054";"20170101";"99991231";"Transfery vládním institucím jiným než ústředním - běžné"
"007";"000100";"A.2.XI.8.";"";"055";"20170101";"99991231";"Transfery vládním institucím jiným než ústředním - kapitálové"
"007";"000100";"A.2.XII.";"";"056";"20170101";"99991231";"Výdaje na sociální dávky"
"007";"000100";"A.2.XII.1.";"";"057";"20170101";"99991231";"Dávky sociálního zabezpečení"
"007";"000100";"A.2.XII.2.";"";"058";"20170101";"99991231";"Dávky sociální pomoci"
"007";"000100";"A.2.XII.3.";"";"059";"20170101";"99991231";"Sociální dávky zaměstnavatelů"
"007";"000100";"A.2.XIII.";"";"060";"20170101";"99991231";"Výdaje na neživotní pojištění a standardizované záruční programy"
"007";"000100";"A.2.XIII.1.";"";"061";"20170101";"99991231";"Pojistné na neživotní pojištění"
"007";"000100";"A.2.XIII.2.";"";"062";"20170101";"99991231";"Poplatky na standardizované záruční programy"
"007";"000100";"A.2.XIII.3.";"";"063";"20170101";"99991231";"Plnění z neživotního pojištění a standardizovaných záručních programů"
"007";"000100";"A.2.XIV.";"";"064";"20170101";"99991231";"Jiné výdaje na provozní činnost"
"007";"000100";"A.2.XIV.1.";"";"065";"20170101";"99991231";"Dividendy"
"007";"000100";"A.2.XIV.2.";"";"066";"20170101";"99991231";"Nájemné z nevyráběných aktiv"
"007";"000100";"A.2.XIV.3.";"";"067";"20170101";"99991231";"Transfery jinde nezařazené - běžné"
"007";"000100";"A.2.XIV.4.";"";"068";"20170101";"99991231";"Transfery jinde nezařazené - kapitálové"
"007";"000100";"A.2.XIV.5.";"";"069";"20170101";"99991231";"Ostatní výdaje"
"007";"000100";"A.I.";"-";"002";"10000101";"99991231";"Náklady z činnosti"
"007";"000100";"A.I.1.";"501";"003";"10000101";"99991231";"Spotřeba materiálu"
"007";"000100";"A.I.10.";"523";"012";"10000101";"99991231";"Náklady z dávek sociálního zabezpečení"
"007";"000100";"A.I.11.";"524";"013";"10000101";"99991231";"Zákonné sociální pojištění"
"007";"000100";"A.I.12.";"525";"014";"10000101";"99991231";"Jiné sociální pojištění"
"007";"000100";"A.I.13.";"527";"015";"10000101";"99991231";"Zákonné sociální náklady"
"007";"000100";"A.I.14.";"528";"016";"10000101";"99991231";"Jiné sociální náklady"
"007";"000100";"A.I.15.";"531";"017";"10000101";"99991231";"Daň silniční"
"007";"000100";"A.I.16.";"532";"018";"10000101";"99991231";"Daň z nemovitostí"
"007";"000100";"A.I.17.";"538";"019";"10000101";"99991231";"Jiné daně a poplatky"
"007";"000100";"A.I.18.";"539";"020";"10000101";"99991231";"Vratky daní z nadměrných odpočtů"
"007";"000100";"A.I.19.";"541";"021";"10000101";"99991231";"Smluvní pokuty a úroky z prodlení"
"007";"000100";"A.I.2.";"502";"004";"10000101";"99991231";"Spotřeba energie"
"007";"000100";"A.I.20.";"542";"022";"10000101";"99991231";"Jiné pokuty a penále"
"007";"000100";"A.I.21.";"543";"023";"10000101";"99991231";"Dary"
"007";"000100";"A.I.22.";"544";"024";"10000101";"99991231";"Prodaný materiál"
"007";"000100";"A.I.23.";"547";"025";"10000101";"99991231";"Manka a škody"
"007";"000100";"A.I.24.";"548";"026";"10000101";"99991231";"Tvorba fondů"
"007";"000100";"A.I.25.";"551";"027";"10000101";"99991231";"Odpisy dlouhodobého majetku"
"007";"000100";"A.I.26.";"552";"028";"10000101";"99991231";"Zůstatková cena prodaného dlouhodobého nehmotného majetku"
"007";"000100";"A.I.27.";"553";"029";"10000101";"99991231";"Zůstatková cena prodaného dlouhodobého hmotného majetku"
"007";"000100";"A.I.28.";"554";"030";"10000101";"99991231";"Prodané pozemky"
"007";"000100";"A.I.29.";"555";"031";"10000101";"99991231";"Tvorba a zúčtování rezerv"
"007";"000100";"A.I.3.";"503";"005";"10000101";"99991231";"Spotřeba jiných neskladovatelných dodávek"
"007";"000100";"A.I.30.";"556";"032";"10000101";"99991231";"Tvorba a zúčtování opravných položek"
"007";"000100";"A.I.31.";"557";"033";"10000101";"99991231";"Náklady z odepsaných pohledávek"
"007";"000100";"A.I.32.";"549";"034";"10000101";"99991231";"Ostaní náklady z činnosti"
"007";"000100";"A.I.4.";"504";"006";"10000101";"99991231";"Prodané zboží"
"007";"000100";"A.I.5.";"511";"007";"10000101";"99991231";"Opravy a udržování"
"007";"000100";"A.I.6.";"512";"008";"10000101";"99991231";"Cestovné"
"007";"000100";"A.I.7.";"513";"009";"10000101";"99991231";"Náklady na reprezentaci"
"007";"000100";"A.I.8.";"518";"010";"10000101";"99991231";"Ostatní služby"
"007";"000100";"A.I.9.";"521";"011";"10000101";"99991231";"Mzdové náklady"
"007";"000100";"A.II.";"-";"035";"10000101";"99991231";"Finanční náklady"
"007";"000100";"A.II.1.";"561";"036";"10000101";"99991231";"Prodané cenné papíry a podíly"
"007";"000100";"A.II.2.";"562";"037";"10000101";"99991231";"Úroky"
"007";"000100";"A.II.3.";"563";"038";"10000101";"99991231";"Kurzové ztráty"
"007";"000100";"A.II.4.";"564";"039";"10000101";"99991231";"Náklady z přecenění reálnou hodnotou"
"007";"000100";"A.II.5.";"569";"040";"10000101";"99991231";"Ostatní finanční náklady"
"007";"000100";"A.III.";"-";"041";"10000101";"99991231";"Náklady na nároky na prostředky státního rozpočtu, rozpočtů"
"007";"000100";"A.III.1.";"571";"042";"10000101";"99991231";"Náklady na nároky na prostředky státního rozpočtu"
"007";"000100";"A.III.2.";"572";"043";"10000101";"99991231";"Náklady na nároky na prostředky rozpočtů územních samosprávn"
"007";"000100";"A.III.3.";"573";"044";"10000101";"99991231";"Náklady na nároky na prostředky státních fondů"
"007";"000100";"A.III.4.";"574";"045";"10000101";"99991231";"Náklady na ostatní nároky"
"007";"000100";"A.IV.";"-";"046";"10000101";"99991231";"Náklady ze sdílených daní"
"007";"000100";"A.IV.1.";"581";"047";"10000101";"99991231";"Náklady ze sdílené daně z příjmů fyzických osob"
"007";"000100";"A.IV.2.";"582";"048";"10000101";"99991231";"Náklady ze sdílené daně z příjmů právnických osob"
"007";"000100";"A.IV.3.";"584";"049";"10000101";"99991231";"Náklady ze sdílené daně z přidané hodnoty"
"007";"000100";"A.IV.4.";"585";"050";"10000101";"99991231";"Náklady ze sdílených spotřebních daní"
"007";"000100";"A.IV.5.";"586";"051";"10000101";"99991231";"Náklady ze sdílených majetkových daní"
"007";"000100";"A.IV.6.";"588";"052";"10000101";"99991231";"Náklady ze sdílení silniční daně"
"007";"000100";"A.IV.7.";"589";"053";"10000101";"99991231";"Ostatní náklady ze sdílených daní"
"007";"000100";"B.";"";"070";"20170101";"99991231";"PENĚŽNÍ TOKY DO NEFINANČNÍCH AKTIV"
"007";"000100";"B.1.";"";"071";"20170101";"99991231";"Nákupy dlouhodobého hmotného a nehmotného majetku"
"007";"000100";"B.1.I.";"";"072";"20170101";"99991231";"Cennosti"
"007";"000100";"B.1.II.";"";"073";"20170101";"99991231";"Nevyráběná aktiva"
"007";"000100";"B.1.III.";"";"074";"20170101";"99991231";"Ostatní nákupy dlouhodobého hmotného a nehmotného majetku"
"007";"000100";"B.2.";"";"075";"20170101";"99991231";"Prodeje dlouhodobého hmotného a nehmotného majetku"
"007";"000100";"B.2.I.";"";"076";"20170101";"99991231";"Cennosti"
"007";"000100";"B.2.II.";"";"077";"20170101";"99991231";"Nevyráběná aktiva"
"007";"000100";"B.2.III.";"";"078";"20170101";"99991231";"Ostatní prodeje dlouhodobého hmotného a nehmotného majetku"
"007";"000100";"B.I.";"-";"055";"10000101";"99991231";"Výnosy z činnosti"
"007";"000100";"B.I.1.";"601";"056";"10000101";"99991231";"Výnosy z prodeje vlastních výrobků"
"007";"000100";"B.I.10.";"612";"065";"10000101";"99991231";"Změna stavu polotovarů"
"007";"000100";"B.I.11.";"613";"066";"10000101";"99991231";"Změna stavu výrobků"
"007";"000100";"B.I.12.";"614";"067";"10000101";"99991231";"Změna stavu ostatních zásob"
"007";"000100";"B.I.13.";"621";"068";"10000101";"99991231";"Aktivace materiálu a zboží"
"007";"000100";"B.I.14.";"622";"069";"10000101";"99991231";"Aktivace vnitroorganizačních služeb"
"007";"000100";"B.I.15.";"623";"070";"10000101";"99991231";"Aktivace dlouhodobého nehmotného majetku"
"007";"000100";"B.I.16.";"624";"071";"10000101";"99991231";"Aktivace dlouhodobého hmotného majetku"
"007";"000100";"B.I.17.";"641";"072";"10000101";"99991231";"Smluvní pokuty a úroky z prodlení"
"007";"000100";"B.I.18.";"642";"073";"10000101";"99991231";"Jiné pokuty a penále"
"007";"000100";"B.I.19.";"643";"074";"10000101";"99991231";"Výnosy z odepsaných pohledávek"
"007";"000100";"B.I.2.";"602";"057";"10000101";"99991231";"Výnosy z prodeje služeb"
"007";"000100";"B.I.20.";"644";"075";"10000101";"99991231";"Výnosy z prodeje materiálu"
"007";"000100";"B.I.21.";"645";"076";"10000101";"99991231";"Výnosy z prodeje dlouhodobého nehmotného majetku"
"007";"000100";"B.I.22.";"646";"077";"10000101";"99991231";"Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků"
"007";"000100";"B.I.23.";"647";"078";"10000101";"99991231";"Výnosy z prodeje pozemků"
"007";"000100";"B.I.24.";"648";"079";"10000101";"99991231";"Čerpání fondů"
"007";"000100";"B.I.25.";"649";"080";"10000101";"99991231";"Ostatní výnosy z činnosti"
"007";"000100";"B.I.3.";"603";"058";"10000101";"99991231";"Výnosy z pronájmu"
"007";"000100";"B.I.4.";"604";"059";"10000101";"99991231";"Výnosy z prodaného zboží"
"007";"000100";"B.I.5.";"605";"060";"10000101";"99991231";"Výnosy ze správních poplatků"
"007";"000100";"B.I.6.";"606";"061";"10000101";"99991231";"Výnosy z místních poplatků"
"007";"000100";"B.I.7.";"607";"062";"10000101";"99991231";"Výnosy ze soudních poplatků"
"007";"000100";"B.I.8.";"609";"063";"10000101";"99991231";"Jiné výnosy z vlastních výkonů"
"007";"000100";"B.I.9.";"611";"064";"10000101";"99991231";"Změna stavu nedokončené výroby"
"007";"000100";"B.II.";"-";"081";"10000101";"99991231";"Finanční výnosy"
"007";"000100";"B.II.1.";"661";"082";"10000101";"99991231";"Výnosy z prodeje cenných papírů a podílů"
"007";"000100";"B.II.2.";"662";"083";"10000101";"99991231";"Úroky"
"007";"000100";"B.II.3.";"663";"084";"10000101";"99991231";"Kurzové zisky"
"007";"000100";"B.II.4.";"664";"085";"10000101";"99991231";"Výnosy z přecenění reálnou hodnotou"
"007";"000100";"B.II.5.";"665";"086";"10000101";"99991231";"Výnosy z dlouhodobého finančního majetku"
"007";"000100";"B.II.6.";"669";"087";"10000101";"99991231";"Ostatní finanční výnosy"
"007";"000100";"B.III.";"-";"088";"10000101";"99991231";"Výnosy z daní a poplatků"
"007";"000100";"B.III.1.";"631";"089";"10000101";"99991231";"Výnosy z daně z příjmů fyzických osob"
"007";"000100";"B.III.2.";"632";"090";"10000101";"99991231";"Výnosy z daně z příjmů právnických osob"
"007";"000100";"B.III.3.";"633";"091";"10000101";"99991231";"Výnosy ze sociálního pojištění"
"007";"000100";"B.III.4.";"634";"092";"10000101";"99991231";"Výnosy z daně z přidané hodnoty"
"007";"000100";"B.III.5.";"635";"093";"10000101";"99991231";"Výnosy ze spotřebních daní"
"007";"000100";"B.III.6.";"636";"094";"10000101";"99991231";"Výnosy z majetkových daní"
"007";"000100";"B.III.7.";"637";"095";"10000101";"99991231";"Výnosy z energetických daní"
"007";"000100";"B.III.8.";"638";"096";"10000101";"99991231";"Výnosy ze silniční daně"
"007";"000100";"B.III.9.";"639";"097";"10000101";"99991231";"Výnosy z ostatních daní a poplatků"
"007";"000100";"B.IV.";"-";"098";"10000101";"99991231";"Výnosy z nároků na prostředky státního rozpočtu, rozpočtů úz"
"007";"000100";"B.IV.1.";"671";"099";"10000101";"99991231";"Výnosy z nároků na prostředky státního rozpočtu"
"007";"000100";"B.IV.2.";"672";"100";"10000101";"99991231";"Výnosy z nároků na prostředky rozpočtů územních samosprávnýc"
"007";"000100";"B.IV.3.";"673";"101";"10000101";"99991231";"Výnosy z nároků na prostředky státních fondů"
"007";"000100";"B.IV.4.";"674";"102";"10000101";"99991231";"Výnosy z ostatních nároků"
"007";"000100";"B.V.";"-";"103";"10000101";"99991231";"Výnosy ze sdílených daní"
"007";"000100";"B.V.1.";"681";"104";"10000101";"99991231";"Výnosy ze sdílené daně z příjmů fyzických osob"
"007";"000100";"B.V.2.";"682";"105";"10000101";"99991231";"Výnosy ze sdílené daně z příjmů právnických osob"
"007";"000100";"B.V.3.";"684";"106";"10000101";"99991231";"Výnosy ze sdílené daně z přidané hodnoty"
"007";"000100";"B.V.4.";"685";"107";"10000101";"99991231";"Výnosy ze sdílených spotřebních daní"
"007";"000100";"B.V.5.";"686";"108";"10000101";"99991231";"Výnosy ze sdílených majetkových daní"
"007";"000100";"B.V.6.";"688";"109";"10000101";"99991231";"Výnosy ze sdílené silniční daně"
"007";"000100";"B.V.7.";"689";"110";"10000101";"99991231";"Ostatní výnosy ze sdílených daní"
"007";"000100";"B.VI.";"-";"111";"10000101";"99991231";"Výsedek hospodaření"
"007";"000100";"B.VI.1.";"-";"112";"10000101";"99991231";"Výsledek hospodaření před zdaněním"
"007";"000100";"B.VI.2.";"591";"113";"10000101";"99991231";"Daň z příjmů"
"007";"000100";"B.VI.3.";"595";"114";"10000101";"99991231";"Dodatečné odvody daně z příjmů"
"007";"000100";"B.VI.4.";"-";"115";"10000101";"99991231";"Výsledek hospodaření po zdanění"
"007";"000100";"C.";"";"079";"20170101";"99991231";"SALDO Z NEFINANČNÍCH PENĚŽNÍCH TOKŮ"
"007";"000100";"D.";"";"080";"20170101";"99991231";"PENĚŽNÍ TOKY Z FINANCOVÁNÍ"
"007";"000100";"D.1.";"";"081";"20170101";"99991231";"Čistá změna finančních aktiv jiných než oběživo a depozita"
"007";"000100";"D.1.I.";"";"082";"20170101";"99991231";"Čistá změna domácích finančních aktiv jiných než oběživo a depozita"
"007";"000100";"D.1.I.1.";"";"083";"20170101";"99991231";"Čisté pořízení dluhových cenných papírů"
"007";"000100";"D.1.I.2.";"";"084";"20170101";"99991231";"Čisté poskytnuté půjčky a úvěry"
"007";"000100";"D.1.I.3.";"";"085";"20170101";"99991231";"Čisté pořízení akcií a jiných majetkových podílů"
"007";"000100";"D.1.II.";"";"086";"20170101";"99991231";"Čistá změna zahraničních finančních aktiv jiných než oběživo a depozita"
"007";"000100";"D.1.II.1.";"";"087";"20170101";"99991231";"Čisté pořízení dluhových cenných papírů"
"007";"000100";"D.1.II.2.";"";"088";"20170101";"99991231";"Čisté poskytnuté půjčky a úvěry"
"007";"000100";"D.1.II.3.";"";"089";"20170101";"99991231";"Čisté pořízení akcií a jiných majetkových podílů"
"007";"000100";"D.2.";"";"090";"20170101";"99991231";"Čistá změna závazků"
"007";"000100";"D.2.I.";"";"091";"20170101";"99991231";"Čistá změna domácích závazků"
"007";"000100";"D.2.I.1.";"";"092";"20170101";"99991231";"Čistá emise dluhových cenných papírů"
"007";"000100";"D.2.I.2.";"";"093";"20170101";"99991231";"Čisté přijaté půjčky a úvěry"
"007";"000100";"D.2.I.3.";"";"094";"20170101";"99991231";"Čistá emise akcií a jiných majetkových podílů"
"007";"000100";"D.2.I.4.";"";"095";"20170101";"99991231";"Čistá změna přijatých vkladů"
"007";"000100";"D.2.II.";"";"096";"20170101";"99991231";"Čistá změna zahraničních závazků"
"007";"000100";"D.2.II.1.";"";"097";"20170101";"99991231";"Čistá emise dluhových cenných papírů"
"007";"000100";"D.2.II.2.";"";"098";"20170101";"99991231";"Čisté přijaté půjčky a úvěry"
"007";"000100";"D.2.II.3.";"";"099";"20170101";"99991231";"Čistá emise akcií a jiných majetkových podílů"
"007";"000100";"D.2.II.4.";"";"100";"20170101";"99991231";"Čistá změna přijatých vkladů"
"007";"000100";"E.";"";"101";"20170101";"99991231";"ČISTÁ ZMĚNA OBĚŽIVA A DEPOZIT (nárůst (+) / pokles (-))"
"008";"000100";"A.";"";"002";"10000101";"99991231";"Peněžní toky z provozní činnosti"
"008";"000100";"A.I.";"";"004";"10000101";"99991231";"Úpravy o nepeněžní operace ( + / - )"
"008";"000100";"A.I.1.";"";"005";"10000101";"99991231";"Odpisy dlouhodobého majetku"
"008";"000100";"A.I.2.";"";"006";"10000101";"99991231";"Změna stavu opravných položek"
"008";"000100";"A.I.3.";"";"007";"10000101";"99991231";"Změna stavu rezerv"
"008";"000100";"A.I.4.";"";"008";"10000101";"99991231";"Zisk (ztráta) z prodeje dlouhodobého majetku"
"008";"000100";"A.I.5.";"";"009";"10000101";"99991231";"Výnosy z dividend a podílů na zisku"
"008";"000100";"A.I.6.";"";"010";"10000101";"99991231";"Ostatní úpravy o nepeněžní operace"
"008";"000100";"A.II.";"";"011";"10000101";"99991231";"Peněžní toky ze změny oběžných aktiv a krátkodobých závazků"
"008";"000100";"A.II.1.";"";"012";"10000101";"99991231";"Změna stavu krátkodobých pohledávek"
"008";"000100";"A.II.2.";"";"013";"10000101";"99991231";"Změna stavu krátkodobých závazků"
"008";"000100";"A.II.3.";"";"014";"10000101";"99991231";"Změna stavu zásob"
"008";"000100";"A.II.4.";"";"015";"10000101";"99991231";"Změna stavu krátkodobého finančního majetku"
"008";"000100";"A.III.";"";"016";"10000101";"99991231";"Zaplacená daň z příjmů včetně doměrků ( - )"
"008";"000100";"A.IV.";"";"017";"10000101";"99991231";"Přijaté dividendy a podíly na zisku"
"008";"000100";"B.";"";"018";"10000101";"99991231";"Peněžní toky z dlouhodobých aktiv"
"008";"000100";"B.I.";"";"019";"10000101";"99991231";"Výdaje na pořízení dlouhodobých aktiv"
"008";"000100";"B.II.";"";"020";"10000101";"99991231";"Výdaje na půjčky osobám ve skupině"
"008";"000100";"B.III.";"";"021";"10000101";"99991231";"Příjmy z prodeje dlouhodobých aktiv"
"008";"000100";"B.III.1.";"";"022";"10000101";"99991231";"Příjmy z privatizace státního majetku"
"008";"000100";"B.III.2.";"";"023";"10000101";"99991231";"Příjmy z prodeje majetku Pozemkového fondu České republiky"
"008";"000100";"B.III.3.";"";"024";"10000101";"99991231";"Příjmy z prodeje dlouhodobého majetku určeného k prodeji"
"008";"000100";"B.III.4.";"";"025";"10000101";"99991231";"Ostatní příjmy z prodeje dlouhodobých aktiv"
"008";"000100";"B.IV.";"";"026";"10000101";"99991231";"Příjmy z vrácených půjček osobám ve skupině"
"008";"000100";"B.V.";"";"027";"10000101";"99991231";"Ostatní peněžní toky z dlouhodobých aktiv ( + / - )"
"008";"000100";"C.";"";"028";"10000101";"99991231";"Peněžní toky z vlastního kapitálu, dlouhodobých závazků a dl"
"008";"000100";"C.I.";"";"029";"10000101";"99991231";"Peněžní toky vyplývající ze změny vlastního kapitálu ( + / -"
"008";"000100";"C.II.";"";"030";"10000101";"99991231";"Změna stavu dlouhodobých závazků ( + / - )"
"008";"000100";"C.III.";"";"031";"10000101";"99991231";"Změna stavu dlouhodobých pohledávek ( + / - )"
"008";"000100";"F.";"";"032";"10000101";"99991231";"Celková změna stavu peněžních prostředků"
"008";"000100";"P.";"";"001";"10000101";"99991231";"Stav peněžních prostředků k 1. lednu"
"008";"000100";"R.";"";"033";"10000101";"99991231";"Stav peněžních prostředků k okamžiku sestavení mezitímní úče"
"008";"000100";"Z.";"";"003";"10000101";"99991231";"Výsledek hospodaření před zdaněním"
"023";"000100";"A.";"-";"001";"10000101";"99991231";"Dlouhodobý nehmotný majetek"
"023";"000100";"A.I.";"-";"002";"10000101";"99991231";"Dlouhodobý nehmotný majetek"
"023";"000100";"A.II.";"-";"003";"10000101";"99991231";"Nedokončený dloouhodobý nehmotný majetek"
"023";"000100";"A.III.";"-";"004";"10000101";"99991231";"Poskytnuté zálohy na pořízení nehmotného majetku"
"023";"000100";"AKTIVA";"-";"060";"10000101";"99991231";"AKTIVA CELKEM"
"023";"000100";"B.";"-";"005";"20160101";"99991231";"Investice"
"023";"000100";"B.";"-";"005";"10000101";"20151231";"Finanční umístění ( investice )"
"023";"000100";"B.I.";"-";"006";"10000101";"20131231";"Pozemky a stavby (nemovitosti)"
"023";"000100";"B.I.1.";"-";"007";"10000101";"20131231";"Pozemky a stavby"
"023";"000100";"C.";"-";"008";"10000101";"99991231";"Dlouhodobý hmotný majetek"
"023";"000100";"C.I.";"-";"009";"10000101";"99991231";"Pozemky a stavby"
"023";"000100";"C.I.1.";"-";"010";"10000101";"99991231";"Pozemky"
"023";"000100";"C.I.2.";"-";"011";"10000101";"99991231";"Stavby"
"023";"000100";"C.II.";"-";"012";"10000101";"99991231";"Movitý majetek"
"023";"000100";"C.II.1.";"-";"013";"10000101";"99991231";"Movitý majetek - odepisovaný"
"023";"000100";"C.II.2.";"-";"014";"10000101";"99991231";"Movitý majetek - neodepisovaný"
"023";"000100";"C.III.";"-";"015";"10000101";"99991231";"Nedokončený dlouhodobý hmotný majetek"
"023";"000100";"C.IV.";"-";"016";"10000101";"99991231";"Poskytnuté zálohy na pořízení hmotného majetku"
"023";"000100";"D.";"-";"017";"10000101";"99991231";"Dlouhodobý finanční majetek"
"023";"000100";"D.I.";"-";"018";"10000101";"99991231";"Podíly v podnikatelských seskupeních"
"023";"000100";"D.I.1.";"-";"019";"10000101";"99991231";"Podíly v ovládaných osobách"
"023";"000100";"D.I.2.";"-";"020";"20140101";"99991231";"Dluhopisy vydané ovládanými osobami a zápůjčky nebo úvěry poskytnuté těmto osobám"
"023";"000100";"D.I.2.";"-";"020";"10000101";"20131231";"Dluhopisy vydané ovládanými osobami a půjčky těmto osobám"
"023";"000100";"D.I.3.";"-";"021";"10000101";"99991231";"Podíly s podstatným vlivem"
"023";"000100";"D.I.4.";"-";"022";"20140101";"99991231";"Dluhopisy vydané osobami, ve kterých má účetní jednotka podstatný vliv, a zápůjčky nebo úvěry poskytnuté těmto osobám"
"023";"000100";"D.I.4.";"-";"022";"10000101";"20131231";"Dluhopisy vydané osobami, ve kterých má úč. jednotka podst.vliv, a půjčky těmto osobám"
"023";"000100";"D.II.";"-";"023";"10000101";"99991231";"Jiný dlouhodobý finanční majetek"
"023";"000100";"D.II.1.";"-";"024";"10000101";"99991231";"Akcie a ostatní cenné papíry s proměnlivým výnosem, ostatní podíly"
"023";"000100";"D.II.2.";"-";"025";"10000101";"99991231";"Dluhové cenné papíry"
"023";"000100";"D.II.3.";"-";"026";"10000101";"99991231";"Depozita u finančních institucí"
"023";"000100";"D.II.4.";"-";"027";"10000101";"99991231";"Ostatní dlouhodobý finanční majetek"
"023";"000100";"E.";"-";"028";"10000101";"99991231";"Dlužníci"
"023";"000100";"E.I.";"-";"029";"10000101";"99991231";"Pohledávky z veřejného zdravotního pojištění"
"023";"000100";"E.I.1.";"-";"030";"10000101";"99991231";"Pohledávky za plátci pojistného"
"023";"000100";"E.I.2.";"-";"031";"10000101";"20131231";"Pohledávky za poskytovateli zdravotní péče"
"023";"000100";"E.I.2.";"-";"031";"20140101";"99991231";"Pohledávky za poskytovateli zdravotních služeb"
"023";"000100";"E.I.3.";"-";"032";"10000101";"99991231";"Pohledávky z přerozdělení pojistného"
"023";"000100";"E.I.4.";"-";"033";"10000101";"99991231";"Pohledávky z náhrad škod veřejného zdravotního pojištění"
"023";"000100";"E.I.5.";"-";"034";"10000101";"99991231";"Pohledávky z přeplatků do zajišťovacího fondu"
"023";"000100";"E.I.6.";"-";"035";"10000101";"99991231";"Pohledávky z plnění mezinárodních smluv o zdravotní péči"
"023";"000100";"E.I.7.";"-";"036";"10000101";"99991231";"Dohadné položky aktivní"
"023";"000100";"E.I.8.";"-";"037";"10000101";"99991231";"Ostatní pohledávky"
"023";"000100";"E.II.";"-";"038";"10000101";"99991231";"Ostatní pohledávky"
"023";"000100";"E.II.1.";"-";"039";"10000101";"99991231";"Krátkodobé"
"023";"000100";"E.II.2.";"-";"040";"10000101";"99991231";"Dlouhodobé"
"023";"000100";"F.";"-";"041";"10000101";"99991231";"Ostatní aktiva"
"023";"000100";"F.I.";"-";"042";"10000101";"99991231";"Zásoby"
"023";"000100";"F.II.";"-";"043";"10000101";"99991231";"Hotovost na účtech u finančních institucí a hotovost v pokladně"
"023";"000100";"F.II.1.";"-";"044";"10000101";"99991231";"Zvláštní bankovní účty"
"023";"000100";"F.II.1.1.";"-";"045";"10000101";"99991231";"Základního fondu"
"023";"000100";"F.II.1.10.";"-";"054";"10000101";"99991231";"Ostatní bankovní účty"
"023";"000100";"F.II.1.2.";"-";"046";"10000101";"99991231";"Rezervního fondu"
"023";"000100";"F.II.1.3.";"-";"047";"10000101";"99991231";"Provozního fondu"
"023";"000100";"F.II.1.4.";"-";"048";"10000101";"99991231";"Sociálního fondu"
"023";"000100";"F.II.1.5.";"-";"049";"10000101";"99991231";"Fondu reprodukce majetku"
